gene,cluster.1,ave_zscore_path.1,mean_trend.1,ave_zscore_cluster.1,new_name.1,new_cluster.1,cluster.4,ave_zscore_path.4,mean_trend.4,ave_zscore_cluster.4,new_name.4,new_cluster.4,cluster.3,ave_zscore_path.3,mean_trend.3,ave_zscore_cluster.3,new_name.3,new_cluster.3,cluster.2,ave_zscore_path.2,mean_trend.2,ave_zscore_cluster.2,new_name.2,new_cluster.2
ANKDD1A,4,-0.211528041219973,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.522293401823605,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.342133044211926,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.0262191219094407,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
DENND4A,1,0.323125907287865,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.410999640468799,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.177772833374385,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.0107733053481902,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
RPLP1,1,0.093430539027442,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.180199216648307,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.332562056048671,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.215705252599712,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
DNAJA4,6,-0.267338384574468,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.211660720740784,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,0.0925210538823127,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.327156912784531,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
AP3B2,6,0.0730234641391439,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.25131917875227,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.672009185568105,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.84992546407057,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
ADAMTSL3,4,-0.0935879989654618,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.364070980286374,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.0148597768794418,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.277601454891948,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
AKAP13,6,0.207742462446801,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.312367727581889,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.296202208966314,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.441173113923323,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
NTRK3,1,0.715078397028586,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.170494632195259,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.359598423258889,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.0291877223437108,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
RGMA,5,-0.078161104685856,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.00707692640903663,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.414788436736465,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.33695198270404,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
IGF1R,1,0.274014764071423,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.429805690669602,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.4408265145671,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.210498167681489,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
SYNM,5,-0.218030487333213,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.183754014710419,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.783976021479437,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.412404298013228,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
HAGHL,2,-0.335393081514124,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.0588578269602162,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.66206612542424,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.445953219798611,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
BAIAP3,2,0.0192036870394166,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.530699423829963,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.157240706464452,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.698680384261544,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
PKD1,5,-0.363420346141815,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.19649770195796,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.791008698945309,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.294674610238638,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
ADCY9,5,-0.0359601639829205,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.431124847258971,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.840497377430048,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.360159650762932,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CLEC16A,4,-0.221180004337721,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.197504498832149,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.500804994423369,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.460597806763227,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
KNOP1,5,-0.240676806664744,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.148874481209077,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.389880121076171,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.0458727085589282,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
GPRC5B,2,-0.172958178508348,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.0883064889787518,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.604076024246627,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.543848631699812,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
EEF2K,2,-0.691031064655404,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.53939982085389,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.328470335676932,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.327885482804179,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
NUPR1,5,-0.164656805348242,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.0830715166933175,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.673760809368988,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.446754293449613,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
GPT2,1,0.581082590620427,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.434205491760676,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.416783893424023,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.418878243334855,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
BBS2,4,-0.284232975356765,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.627696532956109,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.328501429320213,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.0889774669337754,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
MT3,5,-0.0193163666512432,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.24460160399808,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.557524433995568,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.28376858811203,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MT2A,1,0.2140105954195,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.318694198648353,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.298714930134097,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.136984909240895,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
MT1E,5,0.050460155519885,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.220566358614325,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.573254089414357,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.3768044122406,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MT1M,5,0.0478011356967422,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.301437561959766,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.540854329397842,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.262318812092035,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MT1F,5,-0.0197689622956516,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.288542003941601,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.761118911235025,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.437854143700998,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MT1G,5,0.0933037829499427,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.249837513972125,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.513082514452981,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.321861179302531,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MT1X,5,-0.0476457107993734,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.221289754206245,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.336648255632041,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.07007594810238,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CDH11,6,-0.148429474040322,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.0942312940585662,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.359531344199036,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.558720404334798,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
CMTM4,2,-0.56532950598584,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.317262258560571,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.810995256844379,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.672593914471115,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
NFAT5,5,-0.345595687913647,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.217324049890675,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.618415129520488,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.119391444580328,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
HYDIN,4,0.130273619910815,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.0372670423083375,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.327265472665451,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.181396531126602,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
MAF,2,-0.303864178875238,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.0205790929501756,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.966934772587445,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.68782080428228,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
CMIP,1,0.30863941513072,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.644913371913449,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.315451364349363,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.100135569369925,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
PLCG2,5,-0.28652308716628,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.239719994562793,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.474516477998991,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.00222701951344405,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
SLC7A5,5,-0.221593641582493,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.223012727360707,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.557342804865178,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.149582588982934,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
BANP,5,-0.0766737778724435,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.452542152799081,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.681178292122472,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.15219020013632,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
NXN,5,-0.445808896487599,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.363082867845272,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.51543019173088,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,0.203798755251799,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
ATP1B2,1,0.243149663183014,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,0.0453990802742167,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.0851662108714767,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.315419744597461,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
SHISA6,3,0.162423071596477,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.092023844262502,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.556797189564515,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.50960335850756,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
TVP23C,3,0.311189960230765,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.0507836313715327,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.811176499325108,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.601783840792844,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
UBB,5,-0.209651234928919,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.147873334117189,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.545811792043713,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.222673103057004,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CCDC144A,3,0.155096127589831,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.267740955678259,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.581782538989599,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.179819368780966,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
SREBF1,4,-0.181212659100384,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.567728854693439,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.189676663549761,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.243521342183121,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
NUFIP2,5,-0.113531720191964,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.238423255735802,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.709419215662308,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.365473631172116,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
RHOT1,2,-0.53557524605415,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.113946810505958,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.759415872748254,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.441909522885681,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
STARD3,2,-0.577918304545124,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.389443719680846,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.547857452841987,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.478701003569097,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
EIF1,5,0.000501102450956241,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.173963251028143,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.439668510619502,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.254817171460826,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
KAT2A,2,-0.134725430212763,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.0616079633927437,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.755472391650763,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.570858394975104,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
STAT3,5,-0.286984657801239,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.214483431908814,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.535688175837612,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.0867117205986761,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CCDC200,6,-0.424231978673317,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.233263904143217,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.0784030593412103,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.635988919916692,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
GFAP,4,0.0616259075280311,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.136838585243067,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,0.0817803798497808,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.263926576528519,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
MAP3K14,1,0.31176123016443,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.399122535517485,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.136807246256837,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.0260068364740829,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
ARL17B,4,-0.293477326350303,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.226374716407274,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.311449560093674,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.302840747030386,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
LUC7L3,4,0.101679469641019,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.252414758054714,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.445366861024317,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.103317463219478,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
ANKFN1,4,0.206630141446956,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.338873256329027,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.539225796596041,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.0275799751386872,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
MSI2,6,0.226562352530428,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.241163356297492,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.494857511517467,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.549053480957773,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
LRRC37A3,4,-0.225046911174385,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.400824072056291,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.359911092212542,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.122971539208021,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
SLC39A11,2,-0.870613349473,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.719241688607942,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.557114196691097,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.59236832937901,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
RPL38,5,-0.110365416972526,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.185438929508057,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.506347695880556,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.2230290175249,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
ITGB4,4,0.00506060525147443,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.406679363453205,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.486699702530365,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.0636480862547343,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
SOCS3,1,0.334181192396273,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.399654959898645,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.0818765639490123,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.0628153393358075,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
MAFG,2,-0.319305613848081,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.0263733311604006,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.718666786257173,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.480993060963738,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
COLEC12,1,0.199084521781911,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.314098883238557,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.045666124353549,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.205452141494391,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
ENOSF1,3,0.114393089530358,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.0937534272250215,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.614809653848607,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.604804046720825,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
DLGAP1,2,-0.490357531742633,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.110882044792124,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.961574473004158,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.448838571153491,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
L3MBTL4,4,-0.295925856364855,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.315247292821952,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.0584006594246874,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.0307088120762149,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
GNAL,5,-0.0975203364196172,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.360057975204495,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.344635907980781,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,0.0992745287767727,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
ABHD3,5,-0.346257597360355,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.224355643073456,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.628000486106197,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.121190268496412,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MIB1,5,-0.505892940725454,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.0995635733498148,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.801538410027412,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.292274153811161,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CABLES1,4,-0.385756119675834,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.33002870594433,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.32931735050055,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.287580086601718,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
TMEM241,3,0.108212552898334,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.117100055370656,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.461977797501125,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.249791732272748,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
OSBPL1A,5,-0.335534295598979,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.00793408462165107,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.582270886210978,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.301303474559062,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MAPRE2,1,0.320207148650192,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.381114583715691,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.0367111894519934,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.099031515544371,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
KIAA1328,3,0.225969594336669,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.137750438228041,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.650817629274077,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.322556794651829,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
SLC14A1,4,-0.108832427586948,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.27345877862083,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.602292021961126,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.397107110151766,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
NEDD4L,2,-0.67695902457644,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.181763430359049,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.719439074706706,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.362017638091399,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
ZNF532,6,0.261579185373484,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.326684228434322,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.605454811778213,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.715399799879644,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
